,Customer_id,Customer_name,Region_name
726,920,"ООО ""Интер-Дон"" городской округ Ростов-на-Дону 6163100034",Ростовская область
727,921,ИП Глава К(Ф)Х Гладкий Александр Августович Матвеево-Курганский район 611904223439,Ростовская область
728,922,"СПК ""Водяный"" Орловский район 6126007284",Ростовская область
729,924,ИП Бондаренко Сергей Васильевич Глава К(Ф)Х Орловский 612602215553,Ростовская область
730,927,"ООО ""Корона"" Матвеево-Курганский район 6119007780",Ростовская область
731,928,"ООО ""БУДЕННОВСКИЙ"" Пролетарский район 6128008036",Ростовская область
732,929,Кононов Александр Гаврилович Матвеево-Курганский район 611900720253,Ростовская область
733,930,Евчич Николай Николаевич Матвеево-Курганский район 611900118803,Ростовская область
734,931,"ООО ""Дила"" Орловский район 6126002617",Ростовская область
735,932,ИП Рыльщикова Валентина Михайловна Глава КФХ Матвеево-Курганский район 611901663618,Ростовская область
736,934,"ООО ""Каскад-Т"" Родионово-Несветайский район 6130704048",Ростовская область
737,937,"ЗАО ""Юг Руси"" городской округ Ростов-на-Дону 6167054653",Ростовская область
738,939,"ООО ""Партнер-Агро"" Орловский район 6126012365",Ростовская область
739,941,"ООО ""Анастасия"" Родионово-Несветайский район 6130002916",Ростовская область
740,942,"ООО ""АгроСоюз Юг Руси"" Филиал ""им.Кирова"" Морозовский район 6167044609",Ростовская область
741,944,"ООО ""АгроСоюз Юг Руси"" Филиал ""Ленинское"" Морозовский район 6167044609",Ростовская область
742,945,ИП Шатов Петр Михайлович Глава К(Ф)Хря Неклиновский район 612300254972,Ростовская область
743,946,Анистратов Виктор Алексеевич ИП Глава К(Ф)Х Дубовский район 610800596635,Ростовская область
744,947,ИП Назаров Н.В. Глава КФХ Матвеево-Курганский район 611900021706,Ростовская область
745,948,ИП Саламатов Алексей Алексеевич Глава К(Ф)Х Зимовниковский район 611200030350,Ростовская область
746,954,"ООО""АгроСоюз Юг Руси"" Филиал ""Племенной завод ""Придонский"" Октябрьский район 6167044609",Ростовская область
747,955,ИП Глава К(Ф)Х Дробноход Александр Алексеевич Целинский район 613601742742,Ростовская область
748,957,ИП Кандауров Павел Викторович Глава К(Ф)Х Зимовниковский район 611200098559,Ростовская область
749,958,ИП Глава К(Ф)Х Фоменко Алексей Владимирович Целинский район 613601381650,Ростовская область
750,960,Индивидуальный предприниматель глава КФХ Багандов Магомед Каратович Ремонтненский район 612901053484,Ростовская область
751,961,ИП Жданов Александр Вячеславович Глава К(Ф)Х Пролетарский район 612801750717,Ростовская область
752,962,ИП Глава КФХ Бойко Лидия Владимировна Целинский район 613601937283,Ростовская область
753,963,"СПК ""Островянский"" Орловский район 6126009450",Ростовская область
754,964,"ООО ""Магнат"" Пролетарский район 6128008935",Ростовская область
755,966,"ООО ""Равнина"" Родионово-Несветайский район 6130703502",Ростовская область
756,967,ИП Малай Николай Федорович глава К(Ф)Х Матвеево-Курганский район 611900015607,Ростовская область
757,969,"ООО ""Олимп"" Матвеево-Курганский район 6119007029",Ростовская область
758,970,ИП Глава КФХ Юрьев Александр Иванович Неклиновский район 612300201466,Ростовская область
759,971,"ООО ""АгроСоюз Юг Руси"" Филиал ""Сальск Юг Агро"" Сальский район 6167044609",Ростовская область
760,972,ИП Глущенко Евгений Иванович глава К(Ф)Х Родионово-Несветайский район 613000811913,Ростовская область
761,973,ИП Шуравин Николай Семёнович глава К(Ф)Х Куйбышевский район 611700026305,Ростовская область
762,974,ИП Доброчаев Сергей Александрович Глава КФХ Целинский район 613600511206,Ростовская область
763,975,ИП Глава КФХ Теренин Сергей Владимирович Целинский район 613602760906,Ростовская область
764,976,ИП Романишко Дмитрий Георгиевич Зимовниковский район 611200832956,Ростовская область
765,977,ИП Анисимов Василий Иванович  глава К(Ф)Х Константиновский район 611600132300,Ростовская область
766,979,"ООО ""Агро-Индустриальная Корпорация ""Волго-Дон"" городской округ Волгодонск 6143054887",Ростовская область
767,980,"ООО ""Надежда"" Цимлянский Цимлянский район 6137001478",Ростовская область
768,983,ИП глава К(Ф)Х Гайдашов Юрий Владимирович Зерноградский район 611103991559,Ростовская область
769,984,ИП глава К(Ф)Х Микинёв Александр Григорьевич Матвеево-Курганский район 611900655967,Ростовская область
770,985,ИП Дядюра Андрей Павлович глава К(Ф)Х Матвеево-Курганский район 611901792331,Ростовская область
771,987,"ООО""АгроСоюз ЮГ Руси"" Филиал ""Племенной конный завод ""Степной"" Пролетарский район 6167044609",Ростовская область
772,988,ИП Лисовой Николай Иванович Глава К(Ф)Х Орловский район 612601912907,Ростовская область
773,990,"ООО ""Агрофирма Соревнование"" Ленинградский район 2341012112",Краснодарский край
774,991,ИП Тарасенко Сергей Васильевич Глава К(Ф)Х Орловский район 612601683809,Ростовская область
775,992,ИП Ерин Игорь Анатольевич Глава К(Ф)Х Орловский район 612600549141,Ростовская область
776,993,КФХ Берсанов Ясак Кагирович Пролетарский 612803131092,Ростовская область
777,997,"ООО ""Агротехсервис"" городской округ Ростов-на-Дону 6163094158",Ростовская область
778,1000,Шляхтин Андрей Петрович ИП глава КФХ Дубовский район 610801649400,Ростовская область
779,1003,ИП Купавцева Вера Александровна Глава К(Ф)Х Целинский район 613601285285,Ростовская область
780,1005,Индивидуальный предприниматель Белозеров Алексей Юрьевич Глава крестьянского (фермерского) хозяйства Неклиновский район 612302578115,Ростовская область
781,1006,ИП Глава КФХ Логвиненко Сергей Григорьевич Целинский район 613601644382,Ростовская область
782,1009,"ООО ""АгроСоюз Юг Руси"" Филиал ""Племенной завод ""Каяльский"" Азовский район 6167044609",Ростовская область
783,1011,ИП глава К(Ф)Х Сасунов Василий Сергеевич Куйбышевский район 611700302675,Ростовская область
784,1012,ИП Калякин Леонид Петрович глава К(Ф)Х Матвеево-Курганский район 611900158771,Ростовская область
785,1013,ИП Ященко Николай Григорьевич Глава К(Ф)Х Орловский район 612600088765,Ростовская область
786,1014,"Сельскохозяйственная артель ""Уютная"" Пролетарский район 6128002147",Ростовская область
787,1015,ИП Глава К(Ф)Х Польшин Анатолий  Семенович Целинский район 613600093206,Ростовская область
788,1016,ИП Глава КФХ Егурнев Владимир Иванович Пролетарский район 612801392998,Ростовская область
789,1017,ИП Глава К(Ф)Х Кулишов Максим Владимирович Зимовниковский район 611204050621,Ростовская область
790,1020,Индивидуальный предприниматель Абросимов Аркадий Александрович Пролетарский район 612800819557,Ростовская область
791,1021,ИП Глава КФХ Ардельян Федор Федорович Мартыновский район 611800242300,Ростовская область
792,1022,Индивидуальный предприниматель Литвишко Светлана Дмитриевна Глава крестьянского (фермерского) хозяйства Орловский район 612601783000,Ростовская область
793,1023,Индивидуальный предприниматель глава крестьянского (фермерского) хозяйства Соляник Николай Алексеевич Орловский район 612602975152,Ростовская область
794,1024,ИП Кривоносов Николай Ильич Глава К(Ф)Х Пролетарский район 612801072331,Ростовская область
795,1028,ИП Глава КФХ Малий Владимир Александрович Матвеево-Курганский район 611901952426,Ростовская область
796,1029,Гавага Григорий Семенович ИП Глава КФХ Дубовский район 610800047603,Ростовская область
797,1031,"КФХ ""Тройка"" Матвеево-Курганский район 6119002454",Ростовская область
798,1032,ИП Забродский Николай Михайлович Глава К(Ф)Х Орловский район 612601951430,Ростовская область
799,1034,"ООО КФХ ""Деметра"" Неклиновский район 6123003820",Ростовская область
800,1035,ИП Салихов Андрей Тимофеевич Глава К(Ф)Х Орловский район 612602179111,Ростовская область
801,1040,ИП Глава КФХ Полоян Тельман Семенович Целинский район 613602392106,Ростовская область
802,1041,"КХ ""Прометей"" Матвеево-Курганский район 6119002373",Ростовская область
803,1042,ИП Положенцев Сергей Алексеевич Глава КФХ Целинский район 613600284426,Ростовская область
804,1043,Индивидуальный предприниматель Рудаков Роман Эдуардович Неклиновский район 612309080209,Ростовская область
805,1044,"ООО ""Солнечное""Константиновсикй Константиновский район 6116001205",Ростовская область
806,1045,ИП Глава К(Ф)Х Жуков Иван Иванович Целинский район 613600307627,Ростовская область
807,1046,ИП Глава КФХ Тарасенко Николай Иванович Матвеево-Курганский район 61900135020,Ростовская область
808,1049,ИП Глава К(Ф)Х Недоступов Владимир Анатольевич Целинский район 613601633782,Ростовская область
809,1050,КФХ «Сириус» Матвеево-Курганский район 6119002461,Ростовская область
810,1051,ИП Глава К(Ф)Х Жердева Галина Ивановна Целинский район 613601287290,Ростовская область
811,1052,МУП ЖКХ Константиновский район 6116001406,Ростовская область
812,1053,ИП Голубов Виктор Николаевич Глава К(Ф)Х Орловский район 612600045296,Ростовская область
813,1056,Индивидуальный предприниматель Кадырова Эльвира Мержоевна Глава крестьянского (фермерского) хозяйства Орловский район 612603631972,Ростовская область
814,1058,"ООО ""Аграрное"" Аксайский район 6102013063",Ростовская область
815,1059,ИП Глава КФХ Зиненко Александр Иванович Орловский район 612601887496,Ростовская область
816,1060,ЗАО Ремонтненская ПМК Ремонтненский район 6129000343,Ростовская область
817,1061,ИП Чернышенко Николай Сергеевич Зерноградский район 611110539079,Ростовская область
818,1063,ИП Кравченко Евгений Николаевич Орловский район 612600293796,Ростовская область
819,1064,ИП Сизов Иван Александрович Константиновский район 611601972990,Ростовская область
820,1065,ИП Кураш Людмила Иосифовна Константиновский район 611600148839,Ростовская область
821,1066,ИП глва К(Ф)Х Кихай Симион Николаевич Зерноградский район 611100128104,Ростовская область
822,1067,"ООО ""Полевод"" Цимлянский район 6137002376",Ростовская область
823,1070,"Индивидуальный предпрениматель Касьянов Сергей Анатольевич глава К(Ф)Х"" Зерноградский район 611106062354",Ростовская область
824,1072,"ООО ""Кристалл"" Миллеровский район 6149008968",Ростовская область
825,1073,"Колхоз племзавод ""Первомайский"" Ремонтненский район 6129005253",Ростовская область
826,1074,ИП Ищенко Александр Александрович глава К(Ф)Х Целинский район 613600574439,Ростовская область
827,1075,ИП Глава КФХ Фалалеев Александр Васильевич Целинский район 613601245099,Ростовская область
828,1076,ИП Глава КФХ Мартыненко Николай Васильевич Зимовниковский район 611202293146,Ростовская область
829,1081,"ООО ""Новосергиевское"" Крыловский район 2338009825",Краснодарский край
830,1084,ИП глава КФХ Курочкина Наталья Анатольевна городской округ Таганрог 615423161882,Ростовская область
831,1088,ИП Глава КФХ Михайлов Сергей Иванович Матвеево-Курганский район 611901419842,Ростовская область
832,1090,"ООО ""Агро-Юг"" городской округ Ростов-на-Дону 6167080893",Ростовская область
833,1091,ИП Кулиш Сергей Александрович Глава К(Ф)Х Матвеево-Курганский район 611900596983,Ростовская область
834,1093,ИП Ивлев Владимир Владимирович Матвеево-Курганский район 611900137740,Ростовская область
835,1095,ИП Рябошапко Алексей Леонидович Глава К(Ф)Х Неклиновский район 612300325503,Ростовская область
836,1096,ИП Глава К(Ф)Х Айкатов Кадриш Куйшевич Целинский район 613600034627,Ростовская область
837,1100,Индивидуальный предприниматель Хлабустина Светлана Ильинична глава крестьянского фермерского хозяйства Матвеево-Курганский район 611900090234,Ростовская область
838,1101,ИП глава К(Ф)Х Скрытченко Любовь Владимировна Матвеево-Курганский район 611901936223,Ростовская область
839,1105,"КХ ""ДЕМЕТРА"" Куйбышевский район 6117000395",Ростовская область
840,1106,"ООО ""АЛЛОД"" Куйбышевский район 6117010690",Ростовская область
841,1108,ИП Шестопалов Анатолий Викторович Глава К(Ф)Х Неклиновский район 612300141506,Ростовская область
842,1109,Индивидуальный предприниматель Хачатурян Алик Суренович Глава К(Ф)Х Матвеево-Курганский район 611900173917,Ростовская область
843,1111,"КФХ ""Дисна"" Матвеево-Курганский район 6119001852",Ростовская область
844,1112,"СПК ""Техника"" Матвеево-Курганский район 6119007660",Ростовская область
845,1113,"КХ ""Дон"" Матвеево-Курганский район 6119001877",Ростовская область
846,1115,Мордовцев Николай Андреевич Индивидуальный предприниматель Глава К(Ф)Х Дубовский район 610800003243,Ростовская область
847,1116,ИП глава КФХ Клёвин Дмитрий Васильевич Ремонтненский район 612901620253,Ростовская область
848,1118,ИП Глава КФХ Горячих Людмила Владимировна Целинский район 613600649483,Ростовская область
849,1121,"ООО ""имени М.В. Фрунзе"" Сальский район 6153019722",Ростовская область
850,1122,Мелиоратор ООО Волгодонской район 6107007296,Ростовская область
851,1124,"ООО ""Светлый"" Каменский Каменский район 6114011007",Ростовская область
852,1125,"ООО ""ДИВИЯ"" городской округ Ростов-на-Дону 6161068071",Ростовская область
853,1127,ИП Глава К(Ф)Х Кобяков Сергей Анатольевич Зерноградский район 611110082385,Ростовская область
854,1129,ИП глава К(Ф)Х Харламов Сергей Иванович Зерноградский район 611102387432,Ростовская область
855,1130,ИП Глава К(Ф)Х Тимощенко Григорий Яковлевич Ремонтненский район 612900966611,Ростовская область
856,1131,ИП глава КФХ Игнатченко Андрей Григорьевич Зерноградский район 611110192476,Ростовская область
857,1132,ИП Алпатов Василий Савельевич глава К(Ф)Х Тарасовский район 613300000627,Ростовская область
858,1133,ИП глава К(Ф)Х Жмаев Александр Петрович Целинский район 613600122104,Ростовская область
859,1135,"ООО ""Бок-Дон"" Боковский район 6104003462",Ростовская область
860,1136,ИП Глава КФХ Мелешкин Олег Иванович Целинский район 613600013200,Ростовская область
861,1138,ИП Чагочкин Сергей Александрович Глава К(Ф)Х Константиновский район 611600109205,Ростовская область
862,1139,"ООО ""Олимп-Таганрог"" городской округ Таганрог 6154084178",Ростовская область
863,1140,"ИП ""Никитин Юрий Павлович глава крестьянского (фермерского) хозяйства"" Зерноградский район 611104940701",Ростовская область
864,1142,ИП Глава К(Ф)Х Полищук Николай Петрович Зерноградский район 611100322207,Ростовская область
865,1145,"ООО ""Волжский Ударник"" Чернышковский район 3433100064",Волгоградская область
866,1146,ИП Попов Александр Анатольевич Глава Крестьянского (фермерского) хозяйства Константиновский район 611604193825,Ростовская область
867,1150,"ООО ""Пламя"" Константиновский район 6116007990",Ростовская область
868,1152,"ООО ""Спутник"" Зерноградский район 6111980109",Ростовская область
869,1154,"КФХ ""Зерно"" Матвеево-Курганский район 6119002020",Ростовская область
870,1155,ИП Чубатов Иван Николаевич глава К(Ф)Х Тарасовский район 613300317511,Ростовская область
871,1156,ИП глава К(Ф)Х Герасимов Алексей Алексеевич Целинский район 610900069671,Ростовская область
872,1157,"ООО ""АгроСоюз Юг Руси"" Филиал ""Правда"" Морозовский район 6167044609",Ростовская область
873,1158,ИП Сидиков Абдурахман Болабекович Глава К(Ф)Х Константиновский район 611601832576,Ростовская область
874,1159,"ООО Агрофирма ""Садки"" Неклиновский район 6123009815",Ростовская область
875,1160,ИП Курбатов Юрий Николаевич Глава К(Ф)Х Целинский район 613601639311,Ростовская область
876,1162,"ООО ""Владимирское"" Сальский район 6153021048",Ростовская область
877,1166,"КФХ ""Новое"" Матвеево-Курганский район 6119002180",Ростовская область
878,1167,ИП Дмитриева Татьяна Николаевна Кагальницкий район 611340017824,Ростовская область
879,1168,"ООО ""Урожай-Агро"" Сальский район 6153026254",Ростовская область
880,1169,ИП Глава КФХ Гамидова Тайбат Амирчупановна Зимовниковский район 611200657221,Ростовская область
881,1170,ИП Заварыкин Николай Иванович Глава К(Ф)Х Константиновский район 611601762671,Ростовская область
882,1171,ИП Щербина Андрей Александрович Неклиновский район 612300218484,Ростовская область
883,1173,ИП глава КФХ  Толмасов Василий Иванович Целинский район 613600260506,Ростовская область
884,1175,"ЗАО ""Миусское"" Куйбышевский район 6117000099",Ростовская область
885,1177,ИП Нерода Сергей Алексеевич Глава К(Ф)Х Зерноградский район 611106155506,Ростовская область
886,1180,ИП Дмитренко Дмитрий Александрович Тарасовский район 613302224037,Ростовская область
887,1181,ИП ГЛАВА КФХ Горчакова Елена Викторовна Кагальницкий район 611317236521,Ростовская область
888,1183,"СПК ""Деметра"" Зимовниковский район 6112005311",Ростовская область
889,1185,Исток ООО Волгодонской район 6107006655,Ростовская область
890,1186,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «Авалон-Агро» Зерноградский район 6111013920,Ростовская область
891,1187,ИП Щепетьева Наталья Александровна Глава К(Ф)Х Неклиновский район 612300172310,Ростовская область
892,1188,"СПК  ""Можаевский"" Тарасовский район 6133000995",Ростовская область
893,1189,ИП Саврасов Валентин Викторович Глава КФХ Неклиновский район 612301014444,Ростовская область
894,1193,"ООО ""Вирада"" Матвеево-Курганский район 6119002165",Ростовская область
895,1194,ИП Глава К(Ф)Х Мурзаев Расул Салимгереевич Зимовниковский район 50700314036,Ростовская область
896,1196,ИП глава К(Ф)Х Галкин Сергей Александрович Зерноградский район 611105443702,Ростовская область
897,1197,ИП Глава КФХ Мартыненко Сергей Васильевич Зимовниковский район 611200197729,Ростовская область
898,1198,ИП Шаров Алексей Николаевич Глава К(Ф)Х Пролетарский район 612801198567,Ростовская область
899,1200,ИП Глава К(Ф)Х Щербаков Сергей Вячеславович Миллеровский район 614906278492,Ростовская область
900,1202,ИП Полатовский Пётр Николаевич глава К(Ф)Х Тарасовский район 613300056958,Ростовская область
901,1204,"ООО ""АНГЕЛ"" Сальский район 6153016200",Ростовская область
902,1210,"ООО ""Шумилинское"" Верхнедонской район 6105002831",Ростовская область
903,1211,ИП Глава К(Ф)Х Мосенцев Алексей Алексеевич Целинский район 613601641889,Ростовская область
904,1213,"ООО ""Надежда"" Константиновский Константиновский район 6116000353",Ростовская область
905,1215,"ООО ""АгроСоюз Юг Руси"" Филиал ""Племенной завод ""Пролетарский"" Пролетарский район 6167044609",Ростовская область
906,1217,ИП Степочкина Ольга Ивановна глава КФХ Неклиновский район 612300194089,Ростовская область
907,1219,ИП Куприн Юрий Николаевич Глава К(Ф)Х Сальский район 615301063944,Ростовская область
908,1221,"ОАО ""Тарасовская сельхозтехника"" Тарасовский район 6133000184",Ростовская область
909,1223,ИП Хатько Галина Александровна Глава К(Ф)Х Целинский район 613600308363,Ростовская область
910,1224,ИП Дьяконов Николай Алексеевич глава К(Ф)Х Константиновский район 611600151895,Ростовская область
911,1225,"АО ""Победа"" Сальский район 6153018503",Ростовская область
912,1226,Индивидуальный Предприниматель Курочкин Сергей Александрович глава Крестьянского (Фермерского) хозяйства Тарасовский район 613300074386,Ростовская область
913,1229,ИП глава КФХ Кикичев Николай Зейнурович Зерноградский район 611104249406,Ростовская область
914,1235,"КФХ ""Оксана"" Матвеево-Курганский район 6119002133",Ростовская область
915,1237,"ООО ""АгроСоюз Юг Руси"" Филиал ""Восход"" Песчанокопский район 6167044609",Ростовская область
916,1239,"ОАО ""Водоканал"" Матвеево-Курганский район 6119009185",Ростовская область
917,1240,"ООО ""Степное"" Родионово-Несветайский Родионово-Несветайский район 6130003839",Ростовская область
918,1245,ИП Глава КФХ Прокопенко Александр Алексеевич Неклиновский район 612300739590,Ростовская область
919,1250,"ООО ""Радуга"" Матвеево-Курганский район 6119002084",Ростовская область
920,1252,"ООО ""имени Шолохова"" Матвеево-Курганский район 6119007685",Ростовская область
921,1254,"СПК колхоз ""Прогресс"" Неклиновский район 6123001100",Ростовская область
922,1258,"ООО ""Алиса"" Сальский Сальский район 6153017267",Ростовская область
923,1260,ИП Ревенко Николай Васильевич глава крестьянского (фермерского) хозяйства Тарасовский район 613300317208,Ростовская область
924,1262,ИП Беляев Геннадий Иванович глава крестьянского (фермерского) хозяйства Тарасовский район 613300080541,Ростовская область
925,1263,"ООО ""Элита"" Тарасовский район 6133005834",Ростовская область
926,1264,"ООО ""АгроФактор"" Морозовский район 6168047909",Ростовская область
927,1265,"ООО ""Агрофирма-ССМ"" Сальский район 6153027265",Ростовская область
928,1266,ИП Касьяненко Валерий Григорьевич глава К(Ф)Х Кашарский район 611508387151,Ростовская область
929,1267,"ООО ""Казачье-Агро"" Сальский район 6153025772",Ростовская область
930,1268,ИП Логинова Наталья Александровна глава К(Ф)Х Тарасовский район 613300024089,Ростовская область
931,1271,"ООО ""Степь"" Тарасовский Тарасовский район 6133002760",Ростовская область
932,1272,"ООО ""Деметра"" Тарасовский Тарасовский район 6133007214",Ростовская область
933,1274,"ЗАО ""ДОН-1"" Сальский район 6153001154",Ростовская область
934,1275,ИП Марков Иван Иванович Глава К(Ф)Х Константиновский район 611601024593,Ростовская область
935,1277,"ООО ""Ростовремагропром"" городской округ Ростов-на-Дону 6167104840",Ростовская область
936,1278,ИП Плахотин Иван Иванович глава К(Ф)Х Зерноградский район 611104946735,Ростовская область
937,1281,ИП Коротков Владимир Николаевич городской округ Таганрог 615402153390,Ростовская область
938,1282,ИП Савельев Александр Петрович Константиновский район 611601515200,Ростовская область
939,1284,ИП Никитин Николай Николаевич глава К(Ф)Х Зерноградский район 611105202993,Ростовская область
940,1285,ИП глава К(Ф)Х Басс Виктор Владимирович Зерноградский район 611100296204,Ростовская область
941,1287,ИП глава К(Ф)Х Каднова Валентина Николаевна Зерноградский район 611102634900,Ростовская область
942,1288,ИП Войнова Нина Григорьевна Константиновский район 611600144672,Ростовская область
943,1290,ИП Палатовский Александр Иванович Константиновский район 611600106317,Ростовская область
944,1295,"АО ""Агрокомплекс Развильное"" Песчанокопский район 6136009474",Ростовская область
945,1296,"СПК ""АФ Новобатайская"" Кагальницкий район 6113000154",Ростовская область
946,1298,"ООО ""Клевер"" Тарасовский район 6133006740",Ростовская область
947,1299,"ООО ""Татьяна"" Целинский район 6136003867",Ростовская область
948,1300,ИП Глава КФХ Макаров Владимир Витальевич Константиновский район 611600257404,Ростовская область
949,1301,"АО агрофирма ""Гвардейская"" Кагальницкий район 6113007696",Ростовская область
950,1302,ИП Глава К(Ф)Х Кикичев Денис Николаевич Зерноградский район 611105319818,Ростовская область
951,1303,Индивидуальный предприниматель Глава К(Ф)Х Маргушин Николай Николаевич Константиновский район 611601353661,Ростовская область
952,1306,ИП Подосинников Василий Петрович Глава К(Ф)Х Константиновский район 611602744330,Ростовская область
953,1307,"СПК "" Гусевский"""" Каменский район 6114002122",Ростовская область
954,1310,Индивидуальный предприниматель Глава крестьянского (фермерского) хозяйства Бойко Андрей Николаевич Зерноградский район 611102780308,Ростовская область
955,1311,ИП Плютин Александр Иванович глава К(Ф)Х Каменский район 611401917328,Ростовская область
956,1312,"ООО  ""СХП Тузлуки"" Багаевский район 6103017134",Ростовская область
957,1313,ИП Сущенко Александр Петрович Глава К(Ф)Х Константиновский район 611600807802,Ростовская область
958,1314,ИП Корниенко Владимир Викторович глава К(Ф)Х Чертковский район 613800285924,Ростовская область
959,1316,Индивидуальный предприниматель Глава К(Ф)Х Яковец Валентина Гавриловна Тарасовский район 613300617498,Ростовская область
960,1317,ИП Солонченко Вячеслав Алексеевич глава крестьянского (фермерского) хозяйства Тарасовский район 613300072903,Ростовская область
961,1318,"ООО ""Сила"" Константиновский район 2340017855",Ростовская область
962,1319,ИП Глава КФХ Петухов Владимир Александрович Тацинский район 616614671935,Ростовская область
963,1320,"СПК ""Родина"" Кагальницкий Кагальницкий район 6113000179",Ростовская область
964,1322,"ООО ""Белая Балка"" Чертковский район 6164236648",Ростовская область
965,1323,"ООО ""НОВОЦИМЛЯНСКОЕ"" Цимлянский район 6137008804",Ростовская область
966,1324,"СПК ""Рассвет"" Кагальницкий Кагальницкий район 6113000595",Ростовская область
967,1327,Индивидуальный предприниматель Черноиванов Василий Николаевич глава  крестьянского (фермерского) хозяйства Егорлыкский район 610900213621,Ростовская область
968,1329,"ООО ""Агро-Сфера"" Егорлыкский район 6111011841",Ростовская область
969,1331,ИП Воротынцева Ольга Витальевна глава крестьянского (фермерского) хозяйства Тарасовский район 613300994464,Ростовская область
970,1333,ИП Морозов Алексей Витальевич Глава К(Ф)Х Константиновский район 611600137202,Ростовская область
971,1334,ИП Дмитренко Николай Викторович глава крестьянского (фермерского) хозяйства Тарасовский район 613300059525,Ростовская область
972,1336,"СПК  Колхоз ""Березовый"" Каменский район 6114000580",Ростовская область
973,1339,ИП Запорожцев Сергей Александрович Глава К(Ф)Х Константиновский район 611601841877,Ростовская область
974,1340,"ПТ ""Кузнецов и компания"" Кагальницкий район 6113913605",Ростовская область
975,1341,ИП Глава КФХ Устинов Александр Валерьевич городской округ Ростов-на-Дону 611404894703,Ростовская область
976,1343,ИП Глава К(Ф)Х Оганесян Размик Мисакович Егорлыкский район 610902420260,Ростовская область
977,1344,СПК имени Калинина Кагальницкий район 6113000098,Ростовская область
978,1345,ИП Глава К(Ф)Х Паляница Михаил Николаевич Егорлыкский 610902302468,Ростовская область
979,1346,ИП Кожанов Владимир Петрович Глава К(Ф)Х Константиновский район 611600143862,Ростовская область
980,1347,"ООО ""Урожай"" Егорлыкский Егорлыкский район 6109543768",Ростовская область
981,1350,ИП Косоротов В.П. глава К(Ф)Х Тарасовский район 613300317374,Ростовская область
982,1351,"ИП "" Лихачев Николай Петрович глава крестьянского (фермерского) хозяйства"" Егорлыкский район 610900073364",Ростовская область
983,1352,"ИП ""Кузь Сергей Семенович глава крестьянского (фермерского) хозяйства"" Песчанокопский район 612700141170",Ростовская область
984,1353,ИП Решетько Владимир Александрович Егорлыкский район 615500272460,Ростовская область
985,1354,ИП Глава К(Ф)Х Диденко Юлия Александровна Кагальницкий район 611392770309,Ростовская область
986,1355,"СПК ""Заря"" Егорлыкский район 6109000377",Ростовская область
987,1356,ИП Попов Артем Юрьевич Кагальницкий район 611392305213,Ростовская область
988,1358,ИП Мхитарян Нагапет Мисакович Егорлыкский район 616706813481,Ростовская область
989,1360,ИП Гавриленко Николай Николаевич Глава КФХ Егорлыкский район 610902135224,Ростовская область
990,1361,ИП Бутенко Елена Михайловна Егорлыкский район 610902549458,Ростовская область
991,1362,"ООО ""Казачье"" Городовиковский район 801005353",Республика Калмыкия
992,1363,ИП Данкев Виктор Васильевич глава К(Ф)Х Тарасовский район 613300054622,Ростовская область
993,1364,"АО ""Богородицкое"" Песчанокопский район 6127010762",Ростовская область
994,1365,ИП Ковалев Дмитрий Борисович Глава К(Ф)Х городской округ Каменск-Шахтинский 611403445092,Ростовская область
995,1366,ИП Глава К(Ф)Х Комаров Григорий Васильевич Егорлыкский район 610901524147,Ростовская область
996,1368,ИП Глава КФХ Мельник Анатолий Николаевич Егорлыкский район 610900085169,Ростовская область
997,1370,ИП Зиновьев Евгений Васильевич глава крестьянского (фермерского) хозяйства Тарасовский район 613300080862,Ростовская область
998,1371,ИП Вороной Юрий Михайлович глава К(Ф)Х Егорлыкский 610900956391,Ростовская область
999,1372,Индивидуальный предприниматель Глава К(Ф)Х Потоцкий Анатолий Сергеевич Тарасовский район 613300146369,Ростовская область
1000,1373,ИП Ткач Иван Михайлович Глава К(Ф)Х Егорлыкский район 610901773778,Ростовская область
1001,1374,ИП глава КФХ Цоник Владимир Васильевич Сальский район 615304543138,Ростовская область
